0	1164	586	0	959	1051	122	2962	0	0	1405	1405	0	0	237	746	0	0	125	0	2	939	8	0	1313	476	592	257	0	0	688	241	359	461	0	1295	459	0	359	1168	701	474	462	702	949	490	1674	1651	952	1173	1527	812	4721	0	951	0	116	378	848	1069	369	0	0	354	926	1094	1295	237	2529	700	951	2260	1648	0	713	802	0	568	
1164	0	2270	5	349932	22962	222	948	0	0	488	235	0	0	0	125	0	8641	5024	9768	1313	1677	5147	1203	0	3588	6307	7203	16502	735	2026	821	1931	226	0	42157	12453	2294	597	7535	129	715	240	4407	5917	1474	20283	2287	3101	3484	1545	983	1660	490	34181	347	4202	6070	2365	2421	725	0	0	571	7523	1847	847	1190	1699	1554	1963	368	4056	227	479	353	475	940	
586	2270	0	3757	1052	115	2973	468	1739	2456	2106	1995	1525	3284	4996	1433	4971	4118	464	4130	944	2133	3781	590	573	124	2891	4308	2200	1193	364	937	3697	240	6153	2396	1626	3222	2010	2993	4421	1534	280	3539	1782	2263	28	1398	119	2837	2828	1059	5937	2678	945	3037	2547	4278	2113	2874	1069	3631	7265	2731	634	4926	1330	3665	2200	3885	2152	3952	3339	1158	2700	113	0	1784	
0	5	3757	0	1211	1341	8122	2751	1635	2496	2968	1410	1869	1767	475	9913	2329	2686	844	2503	1288	462	936	824	0	449	357	22123	364	4861	1854	4789	5856	1698	1061	4409	5543	2345	1800	4110	1631	12913	111	0	2439	1832	1792	0	0	4196	2161	1289	3462	4008	4912	6194	5328	3929	5116	5129	3292	5781	1684	2990	2110	1042	2404	7051	8792	2680	3844	937	2746	1334	4060	830	237	2414	
959	349932	1052	1211	0	12638	813	1678	4	0	1797	1116	234	120	573	718	128	2674	2960	2507	465	120	1202	594	1293	2232	1076	2772	15602	2621	1287	341	2392	1765	0	37406	13582	2863	348	2863	816	1549	0	855	4495	471	16259	1415	358	1078	1170	2881	2446	617	33290	1568	3463	4197	3957	816	1080	3825	0	3798	825	2157	8374	9191	4162	1290	2274	1375	3693	238	6105	961	0	2856	
1051	22962	115	1341	12638	0	111	2741	724	1089	2218	1903	0	1320	0	1280	2173	123	14428	2518	1096	366	6627	1679	2736	5566	3127	817	3472	119	3391	16273	34011	8808	0	28290	13668	6206	4816	1090	2028	2367	567	6285	1428	830	2952	3934	2236	2370	3865	3244	2961	8549	17816	3871	143	3575	2147	6504	3071	714	120	1887	1065	1783	4050	3718	2526	485	1196	2521	3405	4774	1188	1278	21517	351	
122	222	2973	8122	813	111	0	6	236	4096	726	2317	1270	1855	27590	1669	1163	20937	489	3359	935	482	4703	245	225	347	1007	12450	2545	2857	1385	2612	564	118	10864	1992	1990	466	2504	4955	8050	5489	15305	232	1062	1666	821	246	605	362	1168	2616	2033	1803	621	1288	3666	1954	1658	3523	590	1200	125	2792	502	1194	1312	3892	2616	2337	821	1169	3269	698	2339	1779	0	1419	
2962	948	468	2751	1678	2741	6	0	241	226	239	820	358	0	4854	236	112	1797	1524	2895	3128	940	8358	241	4805	1386	9999	2523	257	585	2387	2488	1443	919	0	1898	1461	584	2291	46862	340	1540	705	4398	1037	8164	33321	3162	1314	3416	1817	84290	1453	4328	2381	9109	6576	7530	5124	1550	39034	5245	0	4767	12524	19855	37177	6344	4339	7971	5426	3110	185255	0	5691	2474	248	3457	
0	0	1739	1635	4	724	236	241	0	1907	750	852	391	1045	1562	1820	2576	2827	1211	4760	3080	1539	8635	2029	120	116	4661	4424	755	474	2371	244	2141	4576	1402	13068	1401	1910	1202	821	3633	0	589	3142	0	572	1938	476	0	1194	4069	642	16171	3342	239	2381	2888	1535	1411	605	3712	3221	5267	1934	718	3237	599	371	3929	504	239	3856	112	1515	483	0	0	353	
0	0	2456	2496	0	1089	4096	226	1907	0	367	2376	1861	2140	2967	1898	3315	2542	10303	1984	1865	1259	1080	1799	115	4579	368	1194	1466	2403	1086	2685	3170	0	2965	7	3650	2798	23980	2971	1885	877	370	0	0	1307	0	5	117	469	0	958	859	2231	1109	5777	4874	2728	3519	0	4	3481	2223	1562	720	2222	1217	3571	504	1311	830	115	2140	2249	1413	1813	1109	3755	
1405	488	2106	2968	1797	2218	726	239	750	367	0	1327	735	17382	8572	2320	8585	5302	505	479	1078	942	3313	9003	1307	234	1886	3506	12645	355	1066	126	2398	6805	5688	2516	241	1206	1065	8587	1937	925	4880	4769	5347	5884	2399	960	730	2628	5717	952	7855	6861	3922	13677	4156	10633	6684	4668	4689	12426	1924	12824	6240	7044	1524	1271	5699	5105	5763	3809	4276	1791	2154	9313	0	2255	
1405	235	1995	1410	1116	1903	2317	820	852	2376	1327	0	6141	2921	1789	2377	1121	1648	12	5556	1936	2	1930	3550	851	377	697	1380	2156	5115	4353	1336	2848	6849	1517	597	3679	9910	1408	7201	2255	2372	0	6304	474	9754	858	332	705	6271	1868	3061	3097	13550	6199	8535	5588	12026	10440	5979	6952	7597	972	9483	4205	3685	9407	23087	9642	6659	3308	2826	6499	2279	7142	1305	245	10433	
0	0	1525	1869	234	0	1270	358	391	1861	735	6141	0	4482	1779	2873	4138	1186	5300	3700	2147	113	8504	3314	10151	616	7	7737	0	3485	92771	6031	2835	2401	1433	850	2739	9089	1674	839	1655	1837	115	2984	2	2639	0	0	116	2247	1903	125	1668	4018	578	3925	5262	5160	1727	1182	509	3599	1629	2230	221	5706	469	1905	1924	469	246	712	1348	4327	1317	0	255	1628	
0	0	3284	1767	120	1320	1855	0	1045	2140	17382	2921	4482	0	2512	8857	147751	4498	4399	7076	2033	1959	7763	10799	126	1961	131	1425	597	1285	1890	4508	14027	1416	836	590	3060	14223	9003	3298	3185	264	234	710	1652	11816	253	0	0	611	2033	2958	7730	3863	3076	18780	7095	18822	9681	1058	2001	12219	710	10647	824	4674	1536	1764	3925	5537	4711	957	4340	6205	5314	3418	0	3178	
237	0	4996	475	573	0	27590	4854	1562	2967	8572	1789	1779	2512	0	2423	1880	104951	970	19063	4784	592	3794	834	1079	0	743	1164	10850	480	1637	716	1697	719	59192	2729	1874	3295	2370	2990	9228	237	93633	851	1953	491	385	947	2	944	1445	2948	1776	1759	462	3768	478	1539	2507	3529	2369	4021	743	2403	113	10692	229	1873	1926	1154	480	608	1552	1892	116	258	0	916	
746	125	1433	9913	718	1280	1669	236	1820	1898	2320	2377	2873	8857	2423	0	9122	4163	356	10439	1542	113	6165	1202	356	114	4151	17056	9205	2975	1547	851	9349	2822	1811	6641	2588	9934	5924	600	2378	6930	956	3080	225	964	1061	605	701	818	3083	1165	5110	1539	2167	5277	3778	1781	3788	3428	719	4257	1193	5223	1206	3345	936	2710	7885	2278	1912	2686	810	6442	2391	1195	0	936	
0	0	4971	2329	128	2173	1163	112	2576	3315	8585	1121	4138	147751	1880	9122	0	616	2671	5649	1806	951	10744	11617	234	1233	635	2606	822	3124	3563	4828	13607	1702	2231	233	4521	14437	11730	1276	1882	1205	244	241	1089	14820	7	0	116	834	1452	3805	6855	4529	4384	22694	6501	19000	11265	2230	2593	15389	1847	8799	714	6356	1284	4969	3683	5026	3381	1831	2236	6648	6077	3142	0	3531	
